username,rating,review
Deni F,5,Mantap
Yunengsih Naufal,5,Bagus apk nya
Amel Anggraini,3,Sekarang spotify Dikit dikit premium
Raditiya Pratama,3,kebanyakan iklan baru putar 1 lagu selesai terus iklan setiap selesai putar lagu pasti iklan tolong kurangi iklannya bintang 3 dulu
Clairene Gazelle Ghani,5,bagus
Dian Anggaraini,1,"Padahal suka bnr dengerin musik di apk ini tpi knp ya kok sekarang mau dengerin musik ga bisa disuruh update tpi selalu gagal uda di coba 10x masih ga bisa, knp jdi gini lah Maaf kasih bintang 1 dlu klo uda bisa di pake lagi ini apk aku kasih bintang 5"
Luckyta Ucky,5,sangat bagus
karno memang,2,Sering berhenti sendiri tolong di perbaiki :)
Josua Bombastic,5,Enak banget dan bisa sambil denger lagu pas matiin hp nya
Puji Rahayu,5,Oke kok
Ulung,1,Gajadi.
Rifan Maulana,1,sekarang mah apa apa harus premium duluu mending ganti apk ajah ada yang lebih bagus dan gratis pula
Setiyo Nugroho,1,iklan muluk bgst
Fawwaz Z,1,Ga bisa login lagi gara gara suruh ganti region
Ani Bastiah,5,Tambahin fitur hapus histori lagu
ezann,1,pelit ngen
Maruli Natsir,1,Eleh
Roronoa Zoro,5,Mantap
axelinexzy,1,gajelas
Timothy,1,terlalu banyak iklan
hirzi ammar,5,poll
agnesarta,1,"spotify makin lama makin gajelas ya, padahal udah premium tetep aja kebanyakan tiba' errornya"
Fajar Santoso,1,"kenapa lagu dibatasi, dah kenapaa harus premium untuk bebas melakukan apa saja 😅"
ilham ibrahim,5,Tolong saya udah danwload Spotify nya tapi kenapa ya setiap saya putar lagu kok ga bisa
Kasiyanto Tuliskriyo,5,Bagus
Teras Bumi,1,Sudah premium tapi error dan gabisa play musik
Hari Purnanto,4,"Sy menyukai spotify sejak bbrp thnyg lalu ibaratkan bagiku seperti merupakan kebutuhan se hari""sy ttp mendukung spotify salam semagat!!!"
Fely,4,isi playlistnya makin sini kok banyak lagu nyasar jur
Adi EkaPratama,1,"pelit banget sekarang Spotify maksa banget harus premium, dengerin musik aja ga bebas"
Putri Sabrina,5,ᑲᥲgᥙs sіһ ᥴmᥒ ᥲk g ძі kᥲsі k᥆ძᥱᥱ
Maulana Ibrahim Harahap,1,"Hehe lagu gak lengkap aja sok premium, masa lagu tenohira ga kataru koto by AKB48 ga ada ?"
Musta Din,5,Saya suka kok
Hasnah Haq,5,Great bagus dan bagus
Zulkifli Arifi,1,lama lama makin pelit aj nih apk putar ajak sih gpp tapi kalo udah gak bisa milih lagu hadehh maruk amat
ANDIRA ABDI KURNIAWAN,1,bagus
Infinix V,5,KEREN
Hanjuani Sendy Rockitamay,3,❤❤❤❤❤
Yogi Ogi,1,"😒😒 Sorry skrg bintang 1 spotify makin pelit aja, dikit2 iklan bisa sampe 3 kali mana durasi nya panjang2. Oke lah playlist nya ngacak gpp, tapi sekarang udh ga bisa pilih lagu yg lagi pgn kita denger langsung hrs berlangganan premium dulu. Kesan nya kaya maksa bgt kudu berlanggan premium. Lama2 guwe pindah nih ke youtube music atau soundcloud"
Aulia Shabiyyah Hanania,1,"Udah perbarui berkali² ko gagal trs, download apk lain lancar aja"
Nanda Apriyanti,5,suka banget
Sheba,5,"Lagu di Playlist suka hilang, dan juga lagu kadang suka tidak terputar/seperti di pause dan tidak bisa di putar juga"
Veronika Irenza,5,Yey bisa dengar musik
fatan fatan,1,Gimana sih tiba tiba berhenti sendiri padahal premium loh akun saya. GEJELAS
Rika Hutahaean,5,Sangat bagusss
33_Satria laksamana Pramono,1,Kok gini sekarang Spotify harus serba premium
Dikzz Dikaa,1,D suruh update tpi ga bisa ga ad yg hrus d update
Eka Putri,5,👍🏻
Aini Desi Santoso,4,"suka ke jeda sendiri lagunya.. gtau kenapa, tapi itu ganggu bget pls😞"
Adam Mulya,5,Ya bagus
Gita Febriani,2,"ko jd jelek gini??? lagunya suka tbtb gaada suaranya, tbtb berhenti, aneh bgt??"
Syauqi Abdillah,1,aplikasi apaan sih ini gak jelas banget akun gw mendadak ga bisa di masuk in
Akbar Abdillah,4,"Jangan pelit"" lahh, masa puter lagu doang harus premium, kadang dengerin lagu suka berhenti sendiri karena harus premium, premium boleh"" aja, tapi ya ngotak dong semua pun wajib premium, premium boleh asal jangan ke lagu"" Nya juga, jadi terbatas pas lagi dengerin lagu"
esa live like,4,Jujur apk ini enk tapi sering muncul iklan trs Ngelag
Bima Syahputra,5,Mantap x lah
Putri Aprilia,5,aplikasi ini bagus banget aku pas lagi dengerin lagu jadinya tenang kalo lagi Musikan juga hp nya bisa sambil waan
Dipa Yuliaranti,5,Aplikasi ini sangat bagus dan lagu yang mudah di putar
hanin laila,3,"kenapa di akuu gaada liriknya yaa, pdhl dulu adaa"
its Fadil,1,Playlist ngacak udh di edit tetep random yg ke puter
Faqih Muqawwy,1,kenapa gak bisa di up?
Keyzan Kejan,5,Mantap
Rere Rida,4,Karena aku bisa mendengarkan lagu dengan nyaman
Kutu.,1,"Apalah sekarang harus premium, kalau ga premium cuma 10x perhari"
devi dhafina,5,Bagus aku suka
infinix smart 5,5,Enak aja dengerin musik
I Ketut Sukadana,3,Tidak bisa update
fikri yr,5,good apps play music
floris kalifa,5,Aplikasinya...seru bisa juga buat dengerin lagu kalau lagi dalam mood apa-pun💅💅
Jumran D PurE,5,Keren dan selalu tingkatkan dengan kualitas musik lebih baik serta terbaru🤩🤩🤗🤗
Suminto Hadiargo,5,Sangat menyenangkan di spotify
Laura Sukma Putry dua,5,Suka banget dengerin lagu dari Spotify
kina sih,3,mereka selalu menyuruh untuk membeli premium
Dovi Njengat,1,why does everything have to be paid? Spotify used to be better. Spotify now is bad.
Reypro,1,apalah Spotify makin PELIT!!! duluu enak iklan gaadaa sekarang denger musik ga tenang bisaa muncul iklan sampai 3 kali bikinnn gaa tenang udah enak-enak dengar lagu eh malah muncul iklan bikin gaa tenangg ajaa apk PELIT?!
Verianto Wawan,3,"bagian dilagu yang disukai untuk nyari lagunya ga langsung tampil harus discroll kebawah dulu baru ada icon carinya, coba diperbaiki lagi"
Onaa Sani,5,gud
Anindhita Dyah retnasari,1,Stop being greedy asf bro
nindydiah puspita,5,"spotify cocok buat kalian yang suka dengerin lagu lagu gitu, aplikasi nya aesthetic bgt. kekurangannya cuma 1 yaitu iklan yang serem, kalau bisa iklan ny yang biasa aja gitu lohh jgn yg serem"
mas brow,5,gw denger lgnya d spotify krn kl d resto lguny jaman jaman dluu
Rio Perdana,1,YouTube music far away better.
Dewi Melantika,2,"Bete biasa ngemusik aman aman saja, sekarang mah mati mulu risi jadinya, coba atuh biar enak lgi denger lagunya, udah seminggu kurang😒😞"
TARDI PURA,5,"Spotify memang Oke, saya suka👍"
Hamid Dunmajid,4,Bagus si tapi mahal buat premium
Arifin Arifin,5,"Ini aplikasi paling bagus yang baru kutumukan, tanpa iklan pilihan lagu tanpa batas"
Marsel Marsel,4,"Bintang 4, karna dikit dikit premium."
Anita Yoananda,5,Teman perjalanan...
Raditsyah Izzura,5,Good lah pokoknya
alifero,5,ini sangat bagus untuk main game
Pijay Enrique,1,makin lama makin pelit
Rudi Gunawan,4,gemashhhh
Aras Ardhan,5,lagunya sangat bagus dan sangat banyak lagunya
Santi SS,5,bagus
AURA GAMING,5,Mantap
Hoerul Paisal,1,Bagus sekali tapi ngaleg
Rizki Dwi romadhon,1,Entah kenapa malah enakan yang lite daripada yg biasa 😐
Zafa Ode,5,Bagusss saya sukaa
sila octaviani,1,"kenapa dah dikit-dikit ""tidak dapat memuat lirik untuk lagu ini"" gajelas, padahal nyanyi sambil liat lirik itu bagus, yeuu kocak gue kasih bintang 1 dulu sebelum lu perbaiki kocak"
Ngatiman,5,Asik banget denger musik musik ya mantap banget pokok nya
Naawaaulia L,1,"Mau bikin sposess, jadi update dulu lah🤩👍"
Rizal Ruslan,5,"Bagus lagu nya lengkap, the best pkok nya"
Dinda Vinata,5,Aplikasinya bagus cocok untuk menemani saya sambil mendengarkan musik saya menyukainya👍
sahla nayla,5,Suka banget sama aplikasi ini Spotify cocok untuk semua orang Spotify selalu di hati
D&D boy,5,Banya free nya
Lintang Kusuma,5,Suka banggeet
Faisal Kurniawan,1,ini aplikasi kikir Cok mau ganti lagu aja kudu bayar developer kebelet haji atau gimana woy
Hendra Gunawan,5,Mantaap musiknya
Abraham Alexander,5,Thank you 👍👍👍
BrowniSkuy 28,4,"Aplikasi ini bagus dan bisa menikmati lagu. Hanya ada kendala seperti update Spotify yang bermasalah karena ingin melihat 2024 wrapped. Jadi, mohon developer perbaiki lagi kesalahan update Spotify dan tambahkan lirik serta terjemahan lirik lagu. Terimakasih dari pengguna Spotify"
Almira Najla,1,GABISA LOGIN AJGGG
Rendy Suratno,4,Ok ok
abidal abdul712,5,keren
Rifa Pujianto,1,jejel
Rindang Hafizah,5,👍🏻👍🏻🔥
Shifa Nur fadilah,5,debes deh pokoknya aku suka bangett
zikri Ikun,5,Lagunya lengkap seru banget apalagi lagu feats
Zidan Toro,5,Mantap
Pengguna Google,5,sangar bagus untuk didengar di setiap saat
Jasmine Anindira,5,Bagus
Jelli Li,5,"Bagus banget,,ya walaupun banyak iklan"
Dwi aja,5,bagus banget
Dwi S Priyanto,5,The FanaMated Team
dvanzz2,3,"masa lagu Jogja hip hop foundation gk ada,malah di hapus"
Angger Sbda ananta,5,apk ini sngt bagus dan luar biasa apk tersebut bisa dapat membantu kami menjadi terhibur
ceceinhere4,1,jelek abis di update malah gbisa denger musik
An Drina,2,eror mulu dah pas mau beli premium gimana si. kesel gw😞
asep sbng,1,banyak iklan
wahyu kurniyawan,5,Kereen
Arif Firman,5,Oke
Nasril Ilham,5,Salah satu aplikasi pencari music terbaik di android
Ridha Aulia,3,"boleh tidak kalo setiap lagu ada terjemahan bahasa nya seperti dulu , pleaseee 🙏🙏 biar pendengar juga tau makna lirik lagu yang didengar tuh apaa"
jerry Alhamdulillah,1,lopyu
Efsa Meldianto,5,ini sgt bagus
Rhadika Rasya,5,Bagus
Muhammad Wahyu (Widodo),5,Aplikasi musik terbaik ya Spotify... Terima kasih karena kalian sangat keren 👍👍👍
Masudik Sudik,5,Uyyy
Arvino Razqa handaru,5,"Very good and epic, recommend. I even wish I could give more stars."
Gibran Jayanasa,1,"kenapa ya punya ku sering di atur ke offline padahal saya pakai wifi wifi nya juga bisa , pasti harus di hapus dulu baru bisa"
Diana Syafiqa,5,Gpp bagus aj
Zaky Ahmad,1,Gw buka lagu apa di kasi lagu apa apk kon
Asep Baeni,5,Spotify keren karena kepuasan kami tambahkan lima bintang semoga tidak ada perubahan🙏
Helmi Wahyudi,5,Bintang berbicara
saninurfatimah,5,sangat menemani sepi ku kerenn
Lulu,2,"sbnernya si bgs, tapi pelit bgt, dikit² hrus premium kalo mau lagu yg mau di pilih"
Mualif Ismail,3,Kasih bintang 3 oklanya bikin lemot
Aidha Aidha,5,Sangat bagus
Aqilahsulis Triani,5,Kalo lagi stres bisa dengerin lagu disini
sopian alvian,5,Bagusss Bangetttt ini aplikasi aku suka
Erfin Rustiawandi,5,Good
Mukti Abdul,5,top markotop mantap
Aji jimin,4,Oke binggit
electric stater,5,Tulang kering gass
Chindy Wisyae,3,Kenapa mau putar lagu yang ada di playlist lagu yang disukai kita sendiri gak bisa diputar
Dyah Kusumaningrum,5,enak di dengerin
YudiKartanegara,5,"The best , program acara terbaik"
Atha Gibran Isyara,5,Musiknya bikin nenangin dan bagus aplikasinya dan jangan terlalu cepat updatenya ya
Miko Karnos,5,Goooooood👍👍👍👍👍
muamar zaen,5,Mantap..
Titin Mutia,5,Bagus
A Mora,5,"PLISSSS I LOVE YOU SPOTIFY!!! tapi plsss, bikin lirik dalam lagu tuh gratis lagiii😔😔🫶🫶"
Weli Herisman,5,pkk ny top deh
Indr Weka,5,Aplikasi nya sangatt bagus untuk memutar lagu favorit kita
Klinikphon,5,Semua lagu ad disini
Buce Talakua,1,Terlalu memaksa konsumen untuk beralih ke premium
Yuli Ana,5,Bagus aplikasi ya saya suka sekali
reyki sihotang,5,Mantap
arfuah Hl,3,"tolong developer berhenti menawarkan saya untuk pembelian premium karna saya gak ada uang dan gak bisa beli premium nya saat ini, saya akui banyak sekali benefit yang akan bisa saya dapat dari premium, tapi yang namanya saya lagi gak ada uang? mau bagaimana? saya sendiri gak masalah ada iklan yang kadang muncul karna iklan nya juga gak begitu sering, pengalaman mendengarkan musik saya di mode gratis ini pun juga bagus bagus aja, jadi menurut saya gak begitu perlu buat saya beli premium."
Nizam Junior,4,Tolong keluarkan lagu somebody pleasure V2 dong spotify
Davina Cahya,5,Baguss banget aku suka😄👌
Rahmad Amat,5,Terima kasih
Kang Rahmat Thea,5,Bagus
Ariawan Saddam,5,bisa sambil main game contoh free fire mobile legend dll
Helmi Gumara,5,Bagus
Crish Kernel's,5,"satu satunya fitur yang paling terbaik dan mungkin di platform lain nggak ada, yaitu spotify wrapped fitur yang selalu di tunggu' semua orang setiap tahunya hehe. dan kritik dari sayaa sii mungkin tentang iklan??? menurutku iklan di spotify kadang kidding yah wkwkkw kadang tuh emang ga terlalu ganggu tapi kadang malah ganggu banget wkwk ya emang si spotify premium ga mahal tapii mungkin bisa dikurangi iklanya untuk yg free hehe"
abdul azis azis,5,Wow Nice 👍 amazing
Khayrina Hasya,5,"Aplikasi nya bagus bgt, jadi enak kalau lagi galau/senang, tapi iklan nya mengganggu saya lagi senang atau galau, kurangin iklan nya >:3"
Fathan Arsyana,5,Top bgt
grey Joh,5,💖
Saripudin Ridwan,4,Bagus sangat recommended
Hamzah,5,enak kalau premium doang
Rizal Mild,5,Nyaman
Rifki,1,min kenapa Spotify gua offline mulu
30. Wawan kurnia,5,"Please, Spotify has a self-stop feature so that when you fall asleep it turns itself off"
Rahmat Kurniawan,5,Awesome
Reyhan Ramadhani,5,Oke
Fahirah Jihan,5,"""aku mencintaimu tapi kamu mencintai orang lain"" biarkan dia pergi ikhlas kan dia bersama orang lain"
Mat Dollar,5,bagus
Enjel Christiani,5,bagus bangettttt🤩🤩❤‍🩹
Tiara Salsabila Laura,4,usahakan aplikasinya nya bisa offline juga ya biar yang kuotanya habis masih bisa dengerin lagu dari aplikasinya ini
Hurun In,1,playstore
Bimhsk legista,5,Bagus aplikasi nya♥️👍👍👍
paijo usrég,5,👍
Jar Fajar,5,Lagu yg sangat bagus membuat ku tenang
NAUFAL TV 216,5,mantap
Pebriyan Rahmat Hidayat,1,Dengerin lagu aja malah ada batesnya kalo gratis padahal belom dengerin sama sekali
Hadi Pramono,5,Spotify memang oke
Awa,2,Makin lama makin kikir jir kek capcut aja cok 😂
JIHAD IRFAN MAULANA,5,"tempat streaming musik legal nomer wahid. ya meskipun kadang ambil yang gratisan dengan resiko iklan, namun lebih baik ketimbang app musik sebelah yang gak bisa muter lagu full kalo gak langganan. Untungnya juga sering dapet promo, beli 1 bulan dapet 3 bulan... hehehe..."
Andan Andan,5,"APL. YANG BAGUS, SAYA SUKA DENGAN MUSIK SAYA DAPAT MENDENGAR LAGU YANG. SAYA SUKA;"
Adrian Zee,1,guwee kiraa bisaa di download musik nya ternyata ngk tambahin lagi fitur yg bisa download musik nya biar bisa offline
Leni R,4,iklannya kaya maksa bgt buat yg gak pengguna premium sbnernya gua mau toh murah juga cuma emg jarang bgt dengerin musik juga lebih prefer ke youtube yg asmr langganan gitu. Thx buat sportify udah nemenin hari hari:)
Azzahra Ramadhani24,5,Enakkk lagu nya keren²
Vitisvinifera Ratnautami,4,"Apk bagus, tapi mengapa liriknya hanya muncul di pertama kali pemutaran lagu ya? Di pemutaran kedua dan seterusnya tidak muncul lagi liriknya. Mohon diperbaiki"
PUTRA Andika. P,5,Bagusss
Muhamad Apep Saputra,5,Ok
Tigordon Situmorang,5,Keren
Almeera fun Almeera,5,Bagus
Asep Haryadi,5,Well
Tio •,1,makin kesini makin pelit....
M Fathan,5,apik
Soleh Udin nganga,5,😀
Avatar Daun,1,"Untuk developer,coba iklan horrornya dihapus oy,masa gua lagi enak enak nyantai nyetel lagu malah ada iklan horror si😑😑"
Firdausiah 7979,5,Oke baik sejauh ini
Via Azzahra,4,baguss
Tirta Atmaja,5,Si paling ngertiin selera musik saya...lebih ke ambient sound gitu...thank u spotify 🥰
Anak Muda,5,🤘
Fauzan Sulung,5,Bagus
Teresia Vaneysha Excel Gristiana,4,"bagus, tapi kebanyakan iklan"
Adpendexs Pendexs,3,bagus
Naira Makayla Razzak,5,bagus banget sukaaa
Lalu dika,5,aplikasi spotify ini sangatlah menarik untuk mendengarkan lagu
Naura Putri,5,sukaaa dengerr lagu disiniii spotify topp bangett!!
Fau Ziah,5,sukaa bangett sama apk nyaa luvluvvv😗🤏🏻
Jeumpa Blink,1,makin lama makin berbayar anjir gw mau ganti musik aj hrs byr memang pelit kikir
cristy ana,2,"knpa sekarang ga ada liris nya, tolong di ada in lagi dong jadi susah mau nanyi kalo ga hafal lirik, terus jg iklan jangan panjang, mana kadang ada horor nya ih mls bgt sebel🙄🙄🙄"
ceria ea,1,wrapped ak g sesuai ekspetasi 😠😠
Aira Bodas,5,sangat baguss
Gun adi,5,Good
Rahayu Yunita,5,Saya sangat sangat senang ada aplikasi Spotify ayo kawawn kawan ku semuannya download di jamin puas sukses selalu yg punya aplikasi ini😊😊
Menangan,1,Aplikasi kikir jembod
Thailand ff,1,apk delayyy
Niko Prasetia,5,Bagus
tuki tukiyat,5,Sangat bagus saya menemukan lagu fav saya
Mah Rizal,5,Mantap
Fox D. Lixion,4,iklannya dikurangin dong cantik
SannyRaw Cutie,5,SUKA
naufal andika,5,I like it
Anonim,2,Spotify sekarang musiknya kalo keluar aplikasi dimatiin
Pasar Bengkel,5,Mantab
Bang jack 020,1,"Kenapa spotify saya kok gini spotify di atur ke offline gak bisa di gunain aplikasi nya dih berulang kali di instal ulang tapi gak ngefek tolong di perbaiki, device infinix hot 10s"
Gz Tod,5,Ini benar benar aplikasi musik terbaik!!!
imam fauzi,5,musiknya mantap
Elisa Nikmah,3,plis lah masa denger lagu nya dibatesin kalo mau denger lagu harus prem tolong dong jangann di batesin kasian yang ngga prem
aris munandar,5,Bagus
Nuril Janan,5,Buat galau enak ngedengerin nya
Ketut Suwana,5,Klo bisa iklannya dikurangi
Aris Jaya,5,Bagus sekali
Qisya Ayu,3,"Seru sih tp ad yg g ku suka 1.sering iklan 2.klo udah malam g bisa nyetel lagu harus besok baru bisa nyetel lagu lagi 3. Setiap mau skip lagu harus 6 kali aja Tolong semuanya jangan harus serba premium, jadinya susah mendengarkan lagu"
Ayu Anggara,5,bagusssss akuuu sukaaaaa gaadaa iklann jugaaa
Calista Amira,3,"kenapa semuanya lama² harus premium pls?? lirik yang tadinya bisa diliat gratis sekarang harus premium dulu biar bisa di liat, sekarang ini lagi gabisa pilih² musik yang mau diputer sama kita, jadinya ngacak lagunya, harus premium dulu biar bisa pilih lagu, balikin lagi kayak dlu pls.."
wepaa sajaa,5,mancing mania mantap
Gabe MP,5,Idk why we need to subs to get the lyric now
Lilis Suhartini,4,Soalnya aga K
Sanah Gan,5,Terima kasih ini membuat Saya terhibur!!
Sarimun Pratama,4,Bagus cuman Suka ketabrak sama suara game coba perbaiki lagi
Andi Rizky Amaliah,1,Berubah total jadi bnyk permintaan premium🙂..
mikail jabbar,1,Bintang satu dulu makin kesini spotify makin pelit mau muter lagu bebas aja kudu ada batasnya perhari udah gitu iklan makin banyak kayak didesak bgt harus pake premium
Ulya Azizah Armansyah,4,susah buat di update tiba² ngeleg padahal jaringan aman😞
Revita Azzahra,5,bagus bangett kita bisa dengerin lagu lagu yang menarik dari Spotify
Aldi101,5,Bagus
Aisha Mahera,5,Baguss apk ny dan seru
Kynaprilia Alodia,1,skrg ak g bisa dnger lgu star sm yg lain hrs premium tolong di ubah bisa tdk?
ANNO INDONESIA,5,I like spotify
Muhammad dafin Arrifad,5,"Pengalaman yang beragam dan ada versi gratis, bagi yg gk mau keluar uang, meski lumayan ada iklan, tetap saja ini bagus"
sindu rahman,5,Mantaps
Chandra Sandy,5,Hiburan yg menyenangkan di kala santai
ryan ryan,5,Sangat menghibur
Nann Nakanoo,5,Butuh bgt sih ini
Center Account Zidan,5,Playlist ganteng
Haska Mahaska,5,biar bintang yang mewakili rasa puas saya!!
Perdi Caponk,4,Bagus
Mas Pus,5,Ok
Muhammad Hanif,1,"Makin lama makin pelit, kalau gak di upgrade"
Evilss Crown,5,Apknya bagus
Askar DA01,5,Mantap
Cinta Damuling,5,"Aplikasi ini bagus banget,cuma banyak iklan"
Taroreh Taroreh,5,Mantap
Zildan Brian,1,"Apa apa premium sekalian aja sehabis donwload premiumin aja sama kalo mau login harus premium,,sekalian kalo mau donwload harus bayar biar keren"
Dirly Kurnia Mega,5,Lagu ne enak rek cek fokus ujian
Yayan Sopian,5,👍👍👍👍👍
Jasmine Puteri,4,Saya sangat suka
Mikhael Stanley,2,Dikit dikit iklan habis itu pas mau pilih lagu malah lagu lain yang muncul
Bernhard Maryn,5,keren
Rizky Adi Prasetya (Rizdi),4,Iklan nya banyak. Musik sudah cukup lengkap. Fitur nya keren keren.
Rizal Azhari,5,Tidak ada! Saya demen
Izral Naziul,5,enak enak ah
Sira Azira,5,Ok
Ono Sujana,5,ada lagu yg aku suka
Silvani Asri,1,boikot
Atik Atik,5,bagus banget
Jovan Baru,5,Bagus bro is so good bro
Marta Muda kaka,5,good
Neila annajhul Miftah,4,"imo spotify cukup bagus buat dengerin musik, cuma.... banyak iklan kek maksain premium banget"
Giovano Ngelyaratan,5,buat lagu yg ada liriknyaa!!!!
Pak Noo,5,Seru
SAHBAN JULIADINATA,5,Ok
Muhamad Raditya,5,Maaf agak laen
Djuanda Manurung,5,Sangat bagus
Azzahra Dwi Humaira,5,BAGUSS BANGETTT COCOK DI DENGERIN PAS LAGI GABUTTT
Dewi Dewi,5,"banyak sekali album ,lagu,"
Angga,5,bagus
Wahyu Baskoro,1,jelek banget dah masa pake email sih tolong diperbaiki lagi deh
allcxyaa,1,pelit bgt sii dikit dikit premium 👎👎👎
ayla Solihah,5,"Anjay kalo kgk premium iklan ny poci coq/cerita horor,,tp ok lh😋"
polici pulici,1,"Untuk Spotify saya tidak masalah dengan iklan, tapi jangan di batas juga dong lagu yang pengen di denger, kan gak lucu kalau semua harus premium"
Ghani Ilmy,5,masa mau ganti lagu harus bayar premium ngotak dikit lah apk nya bikin muak aja gw Uninstall lo
Rezky AS,1,Benerin dong spotify masa putar lagu juga gabisa harus premium kalo ga dibenerin pelit banget yang punya aplikasi nya lain kali kalo mau bikin aplikasi yang ngotak
Iffat rosikhah Zuhailah,4,Enak untuk di pakai tapi agak membingungkan
Arlani Lani,5,Ok
irwan usman,5,Bagus
Rahma Madinah,5,Seru
Kojol Uji,5,Bagus bet
assyifa14 1096,3,"kebanyakan iklan, kadang² bisa sampe 5 iklan berturut-turut"
filza aulia jasmine,4,Bagus 😁
Najwa Humaira Nurohim,5,Bagus
Nadia Syafira,5,"Bisa banget dipake buat lagi galau ataupun lagi senang lagunya,lagu di sportify itu banyak lagunya jadi tinggal cari langsung ada"
Bagus Suryo,5,Baik dan lancar
Sabar Sungkowo,5,Bagus banget udah free lagu nya juga enak semua
Boni Cuanda,5,Bagus
Novitasari Sembiring,5,Aku suka Spotify karna lagu nya yg ada didalam gak ada yang jadul
Agung Hesa,3,"Udah bagus, cuman mau minta agar musik kita di putar sesuai urutan saja"
Devi Komalasari,5,Aplikasi ini bagus 👍👍👍👍👍
Kumpulanmemeindonesiatv_,1,"Spotify makin lama makin ga berguna, Mau dengerin lagu sampe 5 jam malah dibatesin dan harus premium, Minimal pikirin kaum mending mending woy"
Aisyila,5,jangan bnyk iklan lah
Ida Nurmala,1,"Knp Spotify sekarang tuh udh maksa org jdi premium klo gk mw y gk tpi slalu ad iklan yg sama trs itu jg maksa dan knp klo yg ttp jdi free jgn ad batasan lagu ny kn cmn lagu ngapain hrs ad batasnya udh hari h slalu ad batas lagu kn ak hnya ingin buat dengerin lagu yg lama bgt dh mending di buat yg kek misal ad org yg mw ttp jdi free trs bisa dengerin lagu lama bgt dn mlh ad batas ny saran ku sih ilangi batas lagu ny klo gk y gpp tpi pls ilangi kn cmn lagu hrs ad batasnya,y itu doank"
dwisudaryati fathonah,5,Lagu nya banyak bangett Dan bagus untuk didenger ❤
Vanesya Yuniarti rozikin,5,baguss suka
Maulida Nayra,5,Bagusss
Qanita Azzahra,5,bagus
Alhamdulilah123 Alhamdul,5,Mamtab
Pia Wahai,5,Bagusss banget pliss Spotify ini bisa dengerin banyak lagu yang kita suka contoh nya lagu² galau anak muda.
Jihannachalisputri,5,Bagus bgt
Muhamad Fardhan alif,1,"Mau nyoba mulai langganan karna biar bisa denger musik dengan bebas, eh begitu bayar malah gabisa denger musik sama sekali kyk seakan akan sinyal ilang pdhl pas nyoba denger musik di youtube musik sinyal lancar bisa denger bebas wkwkwk, nyoba buka aplikasi lain yg pakai internet jga bisa kecuali spotify aneh, nyesel langganan disini"
Yiso,5,BERI RATING 100000000000000💯💯💯💯💯🔥🔥🔥🔥🔥
Rahmat,5,Nice apps
Jojo Lolo,5,Mantap
Eddy Sutanto,5,apk gg
Khayla Najwa,3,liriknya tidak muncul di semua lagu padahal sudah update dan setting lagi. di hapus data juga sudah tapi tetap tidak ada lirik nya. solusinya gimana ini?? padahal apk nya bagus bangett TOLONGG DONGG DIPERBAIKII SPOTIFY SAYAA😭😭 BUTUH BANGETT LIRIKNYAAAAAAAAAAA
Clara jossi Clara,5,♡
Latifatul Jannah,5,gak ada lirik nya
My Tuser,5,sangat baguss dan bisa di pakai saat tidur dan bermain game👌👍
Ary Rugau,5,Aplikasi yang sangat bagus dan menghibur. Saya sebagai pecinta musik sangat menikmati aplikasi ini
Salwa Maharani,5,Teman aku saat suasana hati ku ber ubah ubah
Jawa Dagang,5,Bagus
mujianto syafaat,5,Mantap
Juvinus Juvinus,5,Mantap 👍👍👍
Elina Marbun Marbun,3,"Aplikasinya bagus, cuman mau nanya, kan saya sudah daftar akun untuk memainkan Spotify tapi pas saya ingin mendengar musik kembali malah disuruh daftar lagi malah saya lupa sandi, kemungkinan itu bug"
Ferry Hendriyanto,5,"No ribet, cari lagu sat set.."
Riefa Fame,4,Masuk kan akun ribet dan susah
ikin sol,5,beh bagus buat denger lagu
heru widyanto,5,Bagus slay sngt fanum tax
Mumun Muharomah,5,bagus banget lengkap lagi
Pengguna Google,5,👍🎉
Pengguna Google,5,Aplikasi music terkeren
Pengguna Google,5,Gacor
Pengguna Google,1,Sudah di batalkan berlangganannya malah langsung di potong nya
Pengguna Google,5,Bagusss bgttt aplikasinya
Pengguna Google,4,Bagus
Pengguna Google,4,Bagus lagunya tapi bnyak iklan
Pengguna Google,5,lope lope for spotify🫶🏻😗🙆🏻
Pengguna Google,5,bagus tapi udah gaada lirik terjemahannya lagi ya
Pengguna Google,2,Nggax bisa download harus premium baru bisa
Pengguna Google,5,Keren
Pengguna Google,1,Males bikin akun
Pengguna Google,5,Good
Pengguna Google,5,Bagus
Pengguna Google,5,Bgus Yh enak aj
Pengguna Google,5,Good App
Pengguna Google,5,baik
Pengguna Google,1,"Pinter banget ngasih iklan, kalo setiap malam2 pasti iklanya iklan horor-_"
Pengguna Google,5,Thanks spotify udah menemani hari2ku
Pengguna Google,1,ga bisa beli premium anehh eror mulu
Pengguna Google,5,"Suka bangett,tapi kadang iklan nya tuh ganggu banget tapi ya GK papa aku tetep suka"
Pengguna Google,4,mudah
Pengguna Google,4,Musik keren dan bagus
Pengguna Google,1,saya suka banget
Pengguna Google,5,Bagus aj
Pengguna Google,5,Seru
Pengguna Google,1,Iklan nya satu kali aja jangan dua kali (1 lagu 1 iklan) itu yang benar
Pengguna Google,1,ga laku
Pengguna Google,5,Bagus
Pengguna Google,5,sangat bagus
